瘤痢疙,老矫,扁柯(∑C),浅加(m/s),浅氢(16规困),嚼档(%),刘扁拘(hPa),捞浇痢柯档(∑C),泅瘤扁拘(hPa),秦搁扁拘(hPa),傈款樊(10盒困),吝窍摸款樊(10盒困),矫沥(10m),瘤搁柯档(∑C)
颇林,2024-12-08 06:00,-8.7,0.2,0.0,88.0,2.8,-10.3,1023.7,1027.7,0.0,0.0,2202.0,-3.5
颇林,2024-12-08 07:00,-8.9,0.7,200.0,88.0,2.8,-10.5,1024.1,1028.1,0.0,0.0,2197.0,-3.6
颇林,2024-12-08 08:00,-8.7,0.5,160.0,87.0,2.8,-10.4,1024.7,1028.7,0.0,0.0,2150.0,-3.5
颇林,2024-12-08 09:00,-5.7,0.2,0.0,83.0,3.3,-8.1,1025.2,1029.2,0.0,0.0,1827.0,-2.6
颇林,2024-12-08 10:00,-3.0,0.9,290.0,61.0,3.0,-9.4,1025.6,1029.6,0.0,0.0,2404.0,-1.3
颇林,2024-12-08 11:00,-0.9,0.8,200.0,54.0,3.1,-9.0,1025.5,1029.4,0.0,0.0,3220.0,0.4
颇林,2024-12-08 12:00,1.0,0.8,110.0,42.0,2.8,-10.5,1024.8,1028.7,0.0,0.0,4445.0,3.4
颇林,2024-12-08 13:00,2.3,2.3,360.0,30.0,2.2,-13.5,1023.9,1027.8,0.0,0.0,5000.0,5.6
颇林,2024-12-08 14:00,2.9,2.5,320.0,29.0,2.2,-13.4,1023.5,1027.4,0.0,0.0,5000.0,6.4
颇林,2024-12-08 15:00,3.2,2.4,340.0,29.0,2.2,-13.1,1023.2,1027.1,0.0,0.0,5000.0,7.0
颇林,2024-12-08 16:00,2.9,3.7,320.0,26.0,2.0,-14.7,1023.3,1027.2,0.0,0.0,5000.0,4.1
颇林,2024-12-08 17:00,1.6,3.4,340.0,28.0,1.9,-14.9,1023.5,1027.4,0.0,0.0,5000.0,0.5
颇林,2024-12-08 18:00,0.4,2.1,360.0,33.0,2.1,-14.0,1023.4,1027.3,0.0,0.0,5000.0,-0.4
颇林,2024-12-08 19:00,-1.1,1.2,340.0,38.0,2.1,-13.6,1023.7,1027.6,0.0,0.0,4305.0,-0.9
颇林,2024-12-08 20:00,-1.8,0.4,0.0,42.0,2.3,-13.0,1023.8,1027.7,0.0,0.0,4036.0,-1.3
颇林,2024-12-08 21:00,-3.2,0.1,0.0,45.0,2.2,-13.4,1023.9,1027.9,0.0,0.0,3973.0,-1.7
颇林,2024-12-08 22:00,-4.6,0.6,140.0,59.0,2.6,-11.4,1024.1,1028.1,0.0,0.0,3527.0,-1.9
颇林,2024-12-08 23:00,-5.2,0.4,0.0,62.0,2.6,-11.3,1024.2,1028.2,0.0,0.0,2874.0,-2.3
颇林,2024-12-09 00:00,-6.2,0.3,0.0,68.0,2.6,-11.1,1024.2,1028.2,0.0,0.0,2663.0,-2.5
颇林,2024-12-09 01:00,-7.1,0.3,0.0,73.0,2.6,-11.1,1024.2,1028.2,0.0,0.0,2749.0,-2.6
颇林,2024-12-09 02:00,-7.9,0.8,160.0,80.0,2.7,-10.7,1024.0,1028.0,0.0,0.0,2578.0,-3.0
颇林,2024-12-09 03:00,-8.2,0.1,0.0,80.0,2.6,-11.0,1024.4,1028.4,0.0,0.0,2556.0,-3.1
颇林,2024-12-09 04:00,-8.6,0.8,110.0,83.0,2.7,-10.9,1024.2,1028.2,0.0,0.0,2519.0,-3.5
颇林,2024-12-09 05:00,-9.4,0.5,90.0,88.0,2.6,-11.0,1023.8,1027.9,0.0,0.0,2097.0,-3.6
颇林,2024-12-09 06:00,-9.4,0.6,90.0,90.0,2.7,-10.7,1023.6,1027.7,0.0,0.0,1847.0,-3.8
颇林,2024-12-09 07:00,-9.5,0.3,0.0,90.0,2.7,-10.8,1023.8,1027.9,0.0,0.0,1607.0,-4.0
颇林,2024-12-09 08:00,-9.6,0.5,90.0,90.0,2.7,-10.9,1024.1,1028.2,0.0,0.0,1150.0,-3.8
颇林,2024-12-09 09:00,-6.7,0.4,0.0,83.0,3.1,-9.1,1024.5,1028.5,0.0,0.0,1570.0,-2.6
颇林,2024-12-09 10:00,-4.2,1.1,90.0,71.0,3.2,-8.6,1024.8,1028.8,0.0,0.0,2217.0,-1.2
颇林,2024-12-09 11:00,-0.6,0.5,50.0,59.0,3.5,-7.6,1024.2,1028.1,0.0,0.0,3067.0,0.5
颇林,2024-12-09 12:00,1.9,0.5,320.0,49.0,3.4,-7.7,1023.2,1027.1,0.0,0.0,3708.0,3.5
颇林,2024-12-09 13:00,3.3,1.0,290.0,42.0,3.2,-8.4,1022.1,1026.0,0.0,0.0,4867.0,6.7
颇林,2024-12-09 14:00,3.6,1.4,250.0,42.0,3.3,-8.1,1021.3,1025.1,0.0,0.0,4130.0,8.0
颇林,2024-12-09 15:00,4.5,1.7,250.0,44.0,3.7,-6.7,1021.1,1024.9,3.0,0.0,3827.0,7.8
颇林,2024-12-09 16:00,4.0,2.0,250.0,51.0,4.2,-5.2,1021.2,1025.0,1.0,0.0,3565.0,4.8
颇林,2024-12-09 17:00,2.2,0.8,270.0,59.0,4.2,-4.9,1021.5,1025.4,3.0,0.0,2702.0,0.6
颇林,2024-12-09 18:00,-0.7,0.3,0.0,70.0,4.1,-5.5,1021.1,1025.0,3.0,0.0,2554.0,0.2
颇林,2024-12-09 19:00,-1.9,0.4,0.0,75.0,4.0,-5.7,1020.8,1024.7,0.0,0.0,2483.0,-0.4
颇林,2024-12-09 20:00,-2.9,0.2,0.0,81.0,4.0,-5.7,1020.7,1024.6,0.0,0.0,2276.0,-0.7
颇林,2024-12-09 21:00,-3.6,0.1,0.0,83.0,3.9,-6.0,1021.1,1025.1,0.0,0.0,2125.0,-1.0
颇林,2024-12-09 22:00,-4.1,0.0,0.0,87.0,3.9,-5.9,1021.4,1025.4,0.0,0.0,1763.0,-1.4
颇林,2024-12-09 23:00,-5.0,0.1,0.0,89.0,3.8,-6.5,1021.9,1025.9,0.0,0.0,1781.0,-1.8
颇林,2024-12-10 00:00,-5.7,0.0,0.0,91.0,3.6,-6.9,1021.7,1025.7,0.0,0.0,1414.0,-2.0
颇林,2024-12-10 01:00,-6.7,0.1,0.0,92.0,3.4,-7.7,1021.8,1025.8,0.0,0.0,1167.0,-2.3
颇林,2024-12-10 02:00,-6.9,0.3,0.0,94.0,3.4,-7.7,1022.1,1026.1,0.0,0.0,918.0,-2.5
颇林,2024-12-10 03:00,-7.8,0.2,0.0,93.0,3.2,-8.7,1022.6,1026.6,0.0,0.0,1044.0,-2.8
颇林,2024-12-10 04:00,-8.2,0.2,0.0,92.0,3.0,-9.2,1022.5,1026.5,0.0,0.0,1108.0,-3.0
颇林,2024-12-10 05:00,-8.2,0.1,0.0,93.0,3.1,-9.1,1022.2,1026.2,0.0,0.0,939.0,-3.3
颇林,2024-12-10 06:00,-8.5,0.3,0.0,93.0,3.0,-9.4,1022.4,1026.4,0.0,0.0,875.0,-3.5
颇林,2024-12-10 07:00,-8.6,0.1,0.0,93.0,3.0,-9.5,1022.8,1026.8,0.0,0.0,979.0,-3.8
颇林,2024-12-10 08:00,-8.9,0.5,90.0,92.0,2.9,-9.9,1022.8,1026.8,0.0,0.0,835.0,-3.6
颇林,2024-12-10 09:00,-6.2,0.4,0.0,92.0,3.6,-7.2,1023.1,1027.1,0.0,0.0,584.0,-2.5
颇林,2024-12-10 10:00,-3.5,0.5,90.0,87.0,4.1,-5.3,1022.5,1026.5,0.0,0.0,619.0,-1.0
颇林,2024-12-10 11:00,-0.7,0.6,340.0,74.0,4.3,-4.7,1022.7,1026.6,0.0,0.0,1428.0,0.4
颇林,2024-12-10 12:00,2.6,1.1,290.0,53.0,3.9,-6.0,1022.0,1025.9,0.0,0.0,2514.0,3.2
颇林,2024-12-10 13:00,4.6,2.2,250.0,50.0,4.2,-4.9,1022.5,1026.3,0.0,0.0,2909.0,6.1
颇林,2024-12-10 14:00,6.0,2.7,320.0,45.0,4.2,-5.0,1021.8,1025.6,0.0,0.0,3168.0,7.2
颇林,2024-12-10 15:00,5.5,1.7,340.0,47.0,4.2,-4.9,1020.6,1024.4,1.0,0.0,2471.0,7.5
颇林,2024-12-10 16:00,5.3,0.7,20.0,51.0,4.5,-4.0,1019.6,1023.4,5.0,0.0,2483.0,5.3
颇林,2024-12-10 17:00,3.2,0.5,320.0,57.0,4.4,-4.5,1019.6,1023.4,5.0,0.0,2382.0,0.8
颇林,2024-12-10 18:00,0.4,0.4,0.0,68.0,4.3,-4.8,1019.8,1023.7,6.0,0.0,2006.0,0.3
颇林,2024-12-10 19:00,0.7,0.1,0.0,75.0,4.8,-3.2,1020.1,1024.0,10.0,0.0,1684.0,0.0
颇林,2024-12-10 20:00,-0.4,0.2,0.0,79.0,4.7,-3.6,1020.6,1024.5,10.0,0.0,1353.0,-0.2
颇林,2024-12-10 21:00,-0.8,0.9,180.0,79.0,4.6,-3.9,1020.9,1024.8,10.0,8.0,1236.0,-0.2
颇林,2024-12-10 22:00,-1.5,0.5,110.0,79.0,4.3,-4.6,1021.1,1025.0,10.0,6.0,1265.0,-0.3
颇林,2024-12-10 23:00,-1.9,0.7,180.0,82.0,4.4,-4.5,1021.4,1025.3,10.0,5.0,1297.0,-0.4
颇林,2024-12-11 00:00,-1.9,0.8,90.0,78.0,4.2,-5.2,1021.5,1025.4,10.0,5.0,1373.0,-0.4
颇林,2024-12-11 01:00,-2.3,0.3,0.0,84.0,4.3,-4.6,1021.3,1025.2,10.0,3.0,1281.0,-0.5
颇林,2024-12-11 02:00,-0.9,0.8,90.0,70.0,4.0,-5.6,1020.8,1024.7,10.0,3.0,1733.0,-0.5
颇林,2024-12-11 03:00,-2.1,0.4,0.0,77.0,4.1,-5.5,1021.0,1024.9,9.0,3.0,1356.0,-0.7
颇林,2024-12-11 04:00,-2.5,0.4,0.0,79.0,4.0,-5.6,1020.5,1024.4,9.0,4.0,1383.0,-0.9
颇林,2024-12-11 05:00,-3.5,0.0,0.0,83.0,3.9,-5.9,1020.1,1024.0,9.0,7.0,1181.0,-1.2
颇林,2024-12-11 06:00,-3.8,0.0,0.0,85.0,3.9,-5.9,1020.1,1024.1,8.0,4.0,1043.0,-1.4
颇林,2024-12-11 07:00,-3.6,1.8,90.0,86.0,4.0,-5.6,1020.6,1024.6,10.0,4.0,742.0,-1.2
颇林,2024-12-11 08:00,-3.5,0.9,20.0,83.0,3.9,-5.9,1021.0,1025.0,9.0,3.0,575.0,-1.0
颇林,2024-12-11 09:00,-2.3,0.8,70.0,81.0,4.2,-5.1,1021.4,1025.3,8.0,0.0,675.0,-0.4
颇林,2024-12-11 10:00,0.3,0.4,0.0,69.0,4.3,-4.7,1022.0,1025.9,8.0,0.0,1285.0,0.3
颇林,2024-12-11 11:00,1.4,0.9,340.0,64.0,4.3,-4.6,1021.9,1025.8,9.0,0.0,1399.0,0.8
颇林,2024-12-11 12:00,3.0,0.9,20.0,54.0,4.1,-5.4,1021.2,1025.1,7.0,0.0,1678.0,1.7
颇林,2024-12-11 13:00,5.0,2.1,70.0,45.0,3.9,-5.9,1019.7,1023.5,5.0,0.0,1977.0,8.2
颇林,2024-12-11 14:00,5.7,2.3,90.0,44.0,4.0,-5.6,1019.1,1022.9,7.0,0.0,2245.0,10.0
颇林,2024-12-11 15:00,6.3,1.1,50.0,39.0,3.7,-6.6,1018.7,1022.5,7.0,0.0,2574.0,9.2
颇林,2024-12-11 16:00,6.3,1.5,50.0,38.0,3.6,-7.0,1018.9,1022.7,5.0,0.0,3845.0,8.3
颇林,2024-12-11 17:00,3.3,1.6,50.0,48.0,3.7,-6.6,1019.0,1022.8,0.0,0.0,2895.0,2.2
颇林,2024-12-11 18:00,1.3,1.0,50.0,55.0,3.7,-6.7,1019.4,1023.3,0.0,0.0,2228.0,0.8
颇林,2024-12-11 19:00,-0.5,0.6,360.0,58.0,3.4,-7.7,1020.0,1023.9,0.0,0.0,2109.0,0.2
颇林,2024-12-11 20:00,-1.9,0.1,0.0,64.0,3.4,-7.8,1020.5,1024.4,3.0,3.0,1935.0,-0.5
颇林,2024-12-11 21:00,-2.7,0.7,360.0,65.0,3.3,-8.3,1021.3,1025.2,4.0,1.0,2042.0,-0.9
颇林,2024-12-11 22:00,-3.4,0.0,0.0,69.0,3.3,-8.2,1022.0,1026.0,0.0,0.0,1913.0,-1.2
颇林,2024-12-11 23:00,-4.2,0.9,180.0,73.0,3.3,-8.3,1022.1,1026.1,0.0,0.0,1672.0,-1.5
颇林,2024-12-12 00:00,-5.0,0.0,0.0,74.0,3.1,-8.9,1022.3,1026.3,0.0,0.0,1917.0,-1.8
颇林,2024-12-12 01:00,-5.8,0.1,0.0,74.0,3.0,-9.6,1022.1,1026.1,0.0,0.0,1958.0,-2.1
颇林,2024-12-12 02:00,-6.6,0.1,0.0,79.0,3.0,-9.6,1022.0,1026.0,0.0,0.0,1717.0,-2.5
颇林,2024-12-12 03:00,-6.5,0.0,0.0,83.0,3.1,-8.9,1022.3,1026.3,0.0,0.0,1631.0,-2.6
颇林,2024-12-12 04:00,-7.9,0.1,0.0,88.0,3.0,-9.5,1022.4,1026.4,0.0,0.0,1456.0,-3.0
颇林,2024-12-12 05:00,-8.4,0.0,0.0,90.0,2.9,-9.7,1022.4,1026.4,0.0,0.0,1441.0,-3.3
颇林,2024-12-12 06:00,-8.8,0.5,140.0,90.0,2.8,-10.1,1022.6,1026.6,0.0,0.0,1335.0,-3.6
颇林,2024-12-12 07:00,-9.5,0.1,0.0,91.0,2.7,-10.6,1022.6,1026.7,0.0,0.0,827.0,-4.0
颇林,2024-12-12 08:00,-9.6,0.1,0.0,92.0,2.7,-10.6,1023.3,1027.4,0.0,0.0,855.0,-4.0
颇林,2024-12-12 09:00,-6.7,0.0,0.0,86.0,3.2,-8.6,1024.6,1028.6,0.0,0.0,930.0,-3.0
颇林,2024-12-12 10:00,-3.6,0.8,250.0,73.0,3.4,-7.7,1024.7,1028.7,0.0,0.0,1442.0,-1.4
颇林,2024-12-12 11:00,-0.9,1.2,110.0,51.0,2.9,-9.7,1023.4,1027.3,0.0,0.0,2733.0,0.3
颇林,2024-12-12 12:00,1.0,1.3,340.0,43.0,2.8,-10.2,1023.4,1027.3,0.0,0.0,3184.0,2.7
颇林,2024-12-12 13:00,2.2,1.6,270.0,40.0,2.9,-10.0,1022.3,1026.2,1.0,0.0,3276.0,5.6
颇林,2024-12-12 14:00,3.0,2.3,250.0,39.0,3.0,-9.6,1022.5,1026.4,2.0,0.0,2917.0,6.9
颇林,2024-12-12 15:00,3.1,1.6,320.0,39.0,3.0,-9.5,1022.1,1026.0,8.0,0.0,3398.0,5.1
颇林,2024-12-12 16:00,1.6,0.8,290.0,42.0,2.9,-9.9,1021.6,1025.5,10.0,0.0,3444.0,1.6
颇林,2024-12-12 17:00,0.3,0.9,230.0,49.0,3.1,-9.1,1021.5,1025.4,10.0,0.0,3355.0,0.4
颇林,2024-12-12 18:00,-0.7,0.2,0.0,56.0,3.2,-8.4,1021.7,1025.6,10.0,4.0,3206.0,0.2
颇林,2024-12-12 19:00,-1.2,0.2,0.0,61.0,3.4,-7.7,1022.4,1026.3,10.0,3.0,2922.0,0.0
颇林,2024-12-12 20:00,-1.3,0.6,20.0,55.0,3.1,-9.1,1022.2,1026.1,5.0,5.0,2581.0,-0.4
颇林,2024-12-12 21:00,-2.5,0.9,180.0,67.0,3.4,-7.7,1022.4,1026.3,9.0,4.0,2242.0,-0.5
颇林,2024-12-12 22:00,-3.1,0.5,90.0,62.0,3.0,-9.3,1021.6,1025.5,8.0,2.0,2468.0,-0.9
颇林,2024-12-12 23:00,-3.8,0.7,360.0,69.0,3.2,-8.6,1022.1,1026.1,9.0,8.0,2249.0,-1.0
颇林,2024-12-13 00:00,-4.3,0.4,0.0,71.0,3.2,-8.7,1022.1,1026.1,9.0,8.0,2343.0,-1.0
颇林,2024-12-13 01:00,-4.1,0.6,180.0,72.0,3.2,-8.4,1022.2,1026.2,10.0,7.0,2117.0,-1.0
颇林,2024-12-13 02:00,-3.5,1.0,160.0,68.0,3.2,-8.5,1022.1,1026.1,10.0,9.0,2297.0,-1.2
颇林,2024-12-13 03:00,-4.3,0.6,200.0,74.0,3.3,-8.2,1021.6,1025.6,9.0,8.0,2238.0,-1.3
颇林,2024-12-13 04:00,-4.4,0.0,0.0,77.0,3.4,-7.8,1020.9,1024.9,9.0,6.0,2147.0,-1.0
颇林,2024-12-13 05:00,-4.0,0.3,0.0,77.0,3.5,-7.4,1020.4,1024.4,10.0,10.0,1960.0,-0.9
颇林,2024-12-13 06:00,-4.2,1.0,90.0,81.0,3.6,-6.9,1019.5,1023.5,10.0,10.0,1965.0,-1.2
颇林,2024-12-13 07:00,-4.5,0.6,110.0,78.0,3.4,-7.7,1019.3,1023.3,10.0,9.0,1963.0,-1.3
颇林,2024-12-13 08:00,-4.5,0.3,0.0,80.0,3.5,-7.4,1019.5,1023.5,10.0,5.0,1257.0,-1.2
颇林,2024-12-13 09:00,-4.2,0.1,0.0,78.0,3.5,-7.4,1019.8,1023.8,5.0,0.0,1249.0,-1.0
颇林,2024-12-13 10:00,-1.7,0.5,230.0,67.0,3.6,-7.0,1019.9,1023.8,6.0,6.0,1630.0,0.1
颇林,2024-12-13 11:00,0.5,0.6,270.0,56.0,3.6,-7.2,1019.8,1023.7,7.0,6.0,2687.0,0.6
颇林,2024-12-13 12:00,1.9,0.5,340.0,46.0,3.2,-8.5,1018.9,1022.8,7.0,1.0,3368.0,1.6
颇林,2024-12-13 13:00,2.7,0.8,360.0,36.0,2.7,-10.9,1018.1,1021.9,6.0,0.0,4329.0,3.2
颇林,2024-12-13 14:00,3.7,1.2,290.0,33.0,2.6,-11.1,1017.8,1021.6,4.0,0.0,4912.0,5.5
颇林,2024-12-13 15:00,4.0,3.0,360.0,29.0,2.4,-12.4,1017.5,1021.3,4.0,0.0,5000.0,6.4
颇林,2024-12-13 16:00,3.4,3.5,340.0,30.0,2.3,-12.5,1017.7,1021.5,7.0,0.0,4105.0,3.9
颇林,2024-12-13 17:00,1.7,2.7,320.0,36.0,2.5,-11.8,1018.5,1022.4,4.0,0.0,4000.0,0.6
颇林,2024-12-13 18:00,0.4,1.8,320.0,40.0,2.5,-11.6,1019.2,1023.1,0.0,0.0,3362.0,-0.3
颇林,2024-12-13 19:00,-0.3,2.3,320.0,45.0,2.7,-10.8,1019.7,1023.6,0.0,0.0,3874.0,-0.7
颇林,2024-12-13 20:00,-1.2,2.8,340.0,50.0,2.8,-10.3,1020.6,1024.5,0.0,0.0,3629.0,-1.0
颇林,2024-12-13 21:00,-1.6,1.2,290.0,53.0,2.9,-9.9,1021.3,1025.2,0.0,0.0,3996.0,-1.3
颇林,2024-12-13 22:00,-2.5,1.8,360.0,57.0,2.9,-9.8,1021.4,1025.3,0.0,0.0,4071.0,-1.7
颇林,2024-12-13 23:00,-3.8,0.9,180.0,61.0,2.8,-10.2,1021.8,1025.8,0.0,0.0,3611.0,-2.0
颇林,2024-12-14 00:00,-4.5,0.2,0.0,66.0,2.9,-9.9,1022.0,1026.0,0.0,0.0,3492.0,-2.3
颇林,2024-12-14 01:00,-6.2,0.5,180.0,71.0,2.7,-10.6,1022.2,1026.2,0.0,0.0,3240.0,-2.7
颇林,2024-12-14 02:00,-5.0,0.5,290.0,61.0,2.6,-11.3,1022.5,1026.5,0.0,0.0,3334.0,-2.8
颇林,2024-12-14 03:00,-6.7,0.2,0.0,73.0,2.7,-10.7,1022.9,1026.9,0.0,0.0,2838.0,-3.3
颇林,2024-12-14 04:00,-7.8,1.0,230.0,77.0,2.6,-11.1,1022.9,1026.9,0.0,0.0,2527.0,-3.5
颇林,2024-12-14 05:00,-7.1,0.4,0.0,72.0,2.6,-11.2,1022.8,1026.8,0.0,0.0,2872.0,-3.6
颇林,2024-12-14 06:00,-6.7,0.7,160.0,72.0,2.7,-10.9,1022.8,1026.8,0.0,0.0,2463.0,-3.8
颇林,2024-12-14 07:00,-8.2,0.2,0.0,77.0,2.5,-11.5,1023.8,1027.8,0.0,0.0,2405.0,-4.1
颇林,2024-12-14 08:00,-8.9,0.2,0.0,79.0,2.5,-11.8,1024.2,1028.2,0.0,0.0,2012.0,-4.2
颇林,2024-12-14 09:00,-5.4,0.3,0.0,73.0,3.0,-9.4,1024.8,1028.8,0.0,0.0,1947.0,-3.3
颇林,2024-12-14 10:00,-3.0,1.1,250.0,55.0,2.7,-10.7,1025.3,1029.3,0.0,0.0,2572.0,-1.7
颇林,2024-12-14 11:00,-1.2,2.1,320.0,50.0,2.8,-10.3,1025.5,1029.4,0.0,0.0,2892.0,0.1
颇林,2024-12-14 12:00,-0.3,2.6,340.0,50.0,3.0,-9.4,1024.1,1028.0,0.0,0.0,3199.0,2.0
颇林,2024-12-14 13:00,0.6,2.6,320.0,45.0,2.9,-9.9,1023.0,1026.9,0.0,0.0,3771.0,4.5
颇林,2024-12-14 14:00,1.5,2.7,320.0,41.0,2.8,-10.3,1022.1,1026.0,0.0,0.0,4917.0,6.0
颇林,2024-12-14 15:00,1.5,3.2,320.0,38.0,2.6,-11.3,1021.5,1025.4,0.0,0.0,5000.0,5.5
颇林,2024-12-14 16:00,1.6,2.6,340.0,34.0,2.3,-12.6,1021.1,1025.0,0.0,0.0,5000.0,3.0
颇林,2024-12-14 17:00,0.4,2.0,320.0,36.0,2.3,-12.9,1021.2,1025.1,0.0,0.0,5000.0,0.1
颇林,2024-12-14 18:00,-1.9,0.2,0.0,42.0,2.2,-13.1,1021.5,1025.4,0.0,0.0,4768.0,-0.4
颇林,2024-12-14 19:00,-3.1,0.0,0.0,44.0,2.1,-13.6,1021.4,1025.3,0.0,0.0,4199.0,-0.9
颇林,2024-12-14 20:00,-5.6,0.7,200.0,61.0,2.5,-11.9,1021.4,1025.4,0.0,0.0,3984.0,-1.3
颇林,2024-12-14 21:00,-5.7,0.3,0.0,63.0,2.5,-11.6,1021.4,1025.4,0.0,0.0,4433.0,-1.7
颇林,2024-12-14 22:00,-6.0,0.5,230.0,65.0,2.5,-11.5,1020.8,1024.8,0.0,0.0,3326.0,-1.8
颇林,2024-12-14 23:00,-6.7,0.1,0.0,68.0,2.5,-11.6,1020.8,1024.8,0.0,0.0,3572.0,-2.0
颇林,2024-12-15 00:00,-7.1,0.7,200.0,73.0,2.6,-11.1,1020.4,1024.4,7.0,4.0,3302.0,-1.8
颇林,2024-12-15 01:00,-7.0,0.1,0.0,71.0,2.6,-11.3,1019.7,1023.7,0.0,0.0,4017.0,-2.5
颇林,2024-12-15 02:00,-7.7,0.5,180.0,78.0,2.7,-10.8,1019.0,1023.0,9.0,7.0,3705.0,-2.4
颇林,2024-12-15 03:00,-6.5,0.1,0.0,80.0,3.0,-9.3,1018.7,1022.7,9.0,9.0,3245.0,-1.5
颇林,2024-12-15 04:00,-5.4,0.4,0.0,78.0,3.2,-8.6,1018.5,1022.5,9.0,9.0,3786.0,-1.4
颇林,2024-12-15 05:00,-5.7,0.3,0.0,79.0,3.2,-8.7,1018.0,1022.0,1.0,1.0,3934.0,-2.1
颇林,2024-12-15 06:00,-7.3,0.2,0.0,84.0,3.0,-9.5,1018.1,1022.1,0.0,0.0,3500.0,-2.9
颇林,2024-12-15 07:00,-8.2,0.1,0.0,85.0,2.8,-10.2,1018.1,1022.1,0.0,0.0,3289.0,-3.3
颇林,2024-12-15 08:00,-7.8,1.2,160.0,89.0,3.0,-9.3,1018.0,1022.0,0.0,0.0,1752.0,-3.3
颇林,2024-12-15 09:00,-6.0,0.3,0.0,83.0,3.2,-8.4,1018.3,1022.3,8.0,6.0,2940.0,-1.9
颇林,2024-12-15 10:00,-2.2,0.3,0.0,77.0,4.0,-5.6,1019.1,1023.0,6.0,6.0,3455.0,-0.4
颇林,2024-12-15 11:00,1.4,1.3,250.0,65.0,4.4,-4.4,1019.1,1023.0,2.0,2.0,3475.0,0.4
颇林,2024-12-15 12:00,2.9,1.7,270.0,58.0,4.4,-4.5,1018.2,1022.0,1.0,0.0,3505.0,3.4
颇林,2024-12-15 13:00,4.1,3.2,360.0,45.0,3.7,-6.7,1017.4,1021.2,2.0,0.0,5000.0,5.9
颇林,2024-12-15 14:00,3.9,4.4,360.0,39.0,3.1,-8.8,1017.1,1020.9,3.0,1.0,5000.0,5.2
颇林,2024-12-15 15:00,3.5,5.6,340.0,34.0,2.7,-10.9,1017.2,1021.0,0.0,0.0,5000.0,5.1
颇林,2024-12-15 16:00,3.0,4.1,340.0,33.0,2.5,-11.7,1017.6,1021.4,0.0,0.0,5000.0,2.9
颇林,2024-12-15 17:00,1.6,2.2,360.0,33.0,2.3,-12.9,1017.9,1021.8,0.0,0.0,5000.0,0.2
颇林,2024-12-15 18:00,-0.7,1.4,360.0,40.0,2.3,-12.6,1018.6,1022.5,0.0,0.0,5000.0,-0.2
颇林,2024-12-15 19:00,-0.7,2.7,360.0,45.0,2.6,-11.1,1019.4,1023.3,0.0,0.0,4947.0,-0.5
颇林,2024-12-15 20:00,-1.2,2.7,340.0,48.0,2.7,-10.8,1020.3,1024.2,0.0,0.0,4979.0,-1.0
颇林,2024-12-15 21:00,-2.2,0.7,320.0,51.0,2.7,-10.9,1020.4,1024.3,0.0,0.0,4999.0,-1.3
颇林,2024-12-15 22:00,-3.5,0.5,290.0,55.0,2.6,-11.2,1020.6,1024.6,0.0,0.0,4509.0,-1.8
颇林,2024-12-15 23:00,-4.1,0.1,0.0,59.0,2.7,-10.9,1020.5,1024.5,0.0,0.0,4302.0,-2.0
颇林,2024-12-16 00:00,-5.6,1.1,160.0,67.0,2.7,-10.7,1020.2,1024.2,0.0,0.0,4343.0,-2.3
颇林,2024-12-16 01:00,-6.5,0.4,0.0,71.0,2.7,-10.8,1020.0,1024.0,0.0,0.0,3868.0,-2.5
颇林,2024-12-16 02:00,-7.4,0.1,0.0,77.0,2.7,-10.7,1020.1,1024.1,0.0,0.0,3846.0,-2.8
颇林,2024-12-16 03:00,-8.2,0.6,160.0,80.0,2.6,-11.0,1020.3,1024.3,0.0,0.0,3636.0,-3.1
颇林,2024-12-16 04:00,-9.0,0.3,0.0,82.0,2.5,-11.5,1020.1,1024.1,0.0,0.0,3315.0,-3.5
颇林,2024-12-16 05:00,-9.4,0.0,0.0,85.0,2.6,-11.4,1020.0,1024.0,0.0,0.0,2949.0,-3.8
颇林,2024-12-16 06:00,-9.7,0.3,0.0,87.0,2.6,-11.4,1019.8,1023.8,0.0,0.0,2822.0,-4.0
颇林,2024-12-16 07:00,-9.9,0.4,0.0,89.0,2.6,-11.3,1020.1,1024.1,0.0,0.0,2658.0,-4.1
颇林,2024-12-16 08:00,-10.1,0.0,0.0,89.0,2.5,-11.5,1020.4,1024.4,0.0,0.0,2409.0,-4.1
颇林,2024-12-16 09:00,-7.2,0.3,0.0,84.0,3.0,-9.4,1020.8,1024.8,1.0,1.0,2156.0,-3.0
颇林,2024-12-16 10:00,-4.4,0.5,20.0,75.0,3.3,-8.1,1021.1,1025.1,2.0,2.0,2508.0,-1.7
颇林,2024-12-16 11:00,-0.2,0.4,0.0,60.0,3.6,-7.0,1020.5,1024.4,4.0,0.0,2927.0,0.1
颇林,2024-12-16 12:00,2.0,1.2,290.0,50.0,3.5,-7.3,1019.7,1023.6,8.0,6.0,4316.0,1.8
颇林,2024-12-16 13:00,2.3,0.8,320.0,48.0,3.5,-7.6,1018.9,1022.8,9.0,9.0,4648.0,1.7
颇林,2024-12-16 14:00,2.0,2.2,270.0,55.0,3.9,-6.1,1018.5,1022.4,9.0,9.0,4215.0,1.2
颇林,2024-12-16 15:00,1.8,1.6,250.0,66.0,4.6,-3.8,1018.2,1022.1,9.0,9.0,4174.0,1.7
