ÁöÁ¡¸í,ÀÏ½Ã,±â¿Â(¡ÆC),Ç³¼Ó(m/s),Ç³Çâ(16¹æÀ§),½Àµµ(%),Áõ±â¾Ð(hPa),ÀÌ½½Á¡¿Âµµ(¡ÆC),ÇöÁö±â¾Ð(hPa),ÇØ¸é±â¾Ð(hPa),Àü¿î·®(10ºÐÀ§),ÁßÇÏÃþ¿î·®(10ºÐÀ§),½ÃÁ¤(10m),Áö¸é¿Âµµ(¡ÆC)
¼­±ÍÆ÷,2024-09-13 02:00,27.1,1.7,360.0,79.0,28.3,23.1,1006.1,1012.0,2.0,1.0,5000.0,25.4
¼­±ÍÆ÷,2024-09-13 03:00,26.9,2.0,360.0,79.0,27.9,22.9,1005.9,1011.8,2.0,2.0,5000.0,25.1
¼­±ÍÆ÷,2024-09-13 04:00,26.7,1.7,20.0,81.0,28.3,23.1,1005.6,1011.5,1.0,1.0,5000.0,25.0
¼­±ÍÆ÷,2024-09-13 05:00,26.1,1.9,20.0,81.0,27.2,22.5,1005.6,1011.5,0.0,0.0,5000.0,24.6
¼­±ÍÆ÷,2024-09-13 06:00,25.6,1.8,20.0,79.0,25.8,21.6,1005.8,1011.7,0.0,0.0,5000.0,24.1
¼­±ÍÆ÷,2024-09-13 07:00,25.6,1.4,20.0,79.0,25.8,21.6,1006.1,1012.0,0.0,0.0,5000.0,24.2
¼­±ÍÆ÷,2024-09-13 08:00,28.7,0.9,20.0,74.0,28.9,23.5,1006.1,1011.9,0.0,0.0,5000.0,26.0
¼­±ÍÆ÷,2024-09-13 09:00,30.4,1.4,180.0,71.0,30.7,24.5,1006.0,1011.8,0.0,0.0,5000.0,30.6
¼­±ÍÆ÷,2024-09-13 10:00,30.7,1.2,180.0,68.0,30.0,24.1,1005.7,1011.5,2.0,1.0,5000.0,36.4
¼­±ÍÆ÷,2024-09-13 11:00,31.9,1.3,200.0,65.0,30.6,24.4,1005.2,1011.0,3.0,1.0,5000.0,39.6
¼­±ÍÆ÷,2024-09-13 12:00,32.4,1.4,180.0,65.0,31.5,24.9,1004.6,1010.4,2.0,2.0,5000.0,40.7
¼­±ÍÆ÷,2024-09-13 13:00,32.0,1.6,180.0,65.0,30.7,24.5,1004.2,1010.0,3.0,3.0,5000.0,40.7
¼­±ÍÆ÷,2024-09-13 14:00,32.1,1.2,180.0,65.0,30.9,24.6,1003.3,1009.1,3.0,3.0,5000.0,40.2
¼­±ÍÆ÷,2024-09-13 15:00,32.3,1.6,180.0,64.0,30.9,24.6,1002.8,1008.6,3.0,3.0,5000.0,39.1
¼­±ÍÆ÷,2024-09-13 16:00,31.7,1.2,180.0,67.0,31.3,24.8,1002.3,1008.1,3.0,3.0,5000.0,35.5
¼­±ÍÆ÷,2024-09-13 17:00,31.3,1.4,180.0,68.0,30.9,24.6,1002.4,1008.2,5.0,5.0,5000.0,33.8
¼­±ÍÆ÷,2024-09-13 18:00,30.0,0.8,180.0,70.0,29.7,23.9,1002.4,1008.2,4.0,4.0,5000.0,30.6
¼­±ÍÆ÷,2024-09-13 19:00,29.3,0.9,70.0,80.0,32.4,25.4,1002.1,1007.9,2.0,2.0,5000.0,29.1
¼­±ÍÆ÷,2024-09-13 20:00,28.7,1.0,70.0,81.0,31.9,25.1,1002.2,1008.0,2.0,1.0,4961.0,28.2
¼­±ÍÆ÷,2024-09-13 21:00,28.3,1.3,70.0,81.0,31.1,24.7,1002.6,1008.4,0.0,0.0,5000.0,27.4
¼­±ÍÆ÷,2024-09-13 22:00,27.7,1.7,360.0,77.0,28.4,23.2,1002.4,1008.2,1.0,0.0,5000.0,26.5
¼­±ÍÆ÷,2024-09-13 23:00,27.1,0.9,50.0,69.0,24.7,20.9,1002.2,1008.1,2.0,0.0,5000.0,25.8
¼­±ÍÆ÷,2024-09-14 00:00,26.9,1.0,270.0,67.0,23.7,20.2,1001.9,1007.8,0.0,0.0,5000.0,25.0
¼­±ÍÆ÷,2024-09-14 01:00,26.7,0.5,290.0,73.0,25.5,21.4,1001.4,1007.3,2.0,0.0,5000.0,25.0
¼­±ÍÆ÷,2024-09-14 02:00,26.7,0.7,340.0,71.0,24.7,20.9,1000.8,1006.7,0.0,0.0,5000.0,24.7
¼­±ÍÆ÷,2024-09-14 03:00,26.0,0.6,360.0,74.0,24.7,20.9,1000.8,1006.7,0.0,0.0,5000.0,24.3
¼­±ÍÆ÷,2024-09-14 04:00,25.8,1.0,20.0,75.0,24.9,21.0,1000.4,1006.3,0.0,0.0,5000.0,23.9
¼­±ÍÆ÷,2024-09-14 05:00,25.8,1.8,20.0,74.0,24.6,20.8,1000.1,1006.0,0.0,0.0,5000.0,23.6
¼­±ÍÆ÷,2024-09-14 06:00,25.5,1.1,360.0,70.0,22.8,19.6,1000.1,1006.0,0.0,0.0,5000.0,23.3
¼­±ÍÆ÷,2024-09-14 07:00,25.2,0.7,230.0,74.0,23.7,20.2,1000.3,1006.2,0.0,0.0,5000.0,23.7
¼­±ÍÆ÷,2024-09-14 08:00,27.8,0.7,230.0,65.0,24.3,20.6,1000.6,1006.4,0.0,0.0,5000.0,25.3
¼­±ÍÆ÷,2024-09-14 09:00,30.9,0.8,230.0,64.0,28.4,23.2,1000.9,1006.7,0.0,0.0,5000.0,31.0
¼­±ÍÆ÷,2024-09-14 10:00,32.1,3.3,70.0,59.0,28.1,23.0,1000.7,1006.5,0.0,0.0,5000.0,35.9
¼­±ÍÆ÷,2024-09-14 11:00,33.2,2.3,90.0,56.0,28.4,23.2,1000.5,1006.2,0.0,0.0,5000.0,38.4
¼­±ÍÆ÷,2024-09-14 12:00,33.8,2.0,70.0,54.0,28.3,23.1,999.9,1005.6,0.0,0.0,5000.0,40.8
¼­±ÍÆ÷,2024-09-14 13:00,32.5,1.9,140.0,65.0,31.7,25.0,999.6,1005.3,0.0,0.0,5000.0,42.3
¼­±ÍÆ÷,2024-09-14 14:00,33.9,2.6,90.0,55.0,28.9,23.5,998.6,1004.3,0.0,0.0,5000.0,43.6
¼­±ÍÆ÷,2024-09-14 15:00,33.6,2.3,70.0,61.0,31.7,25.0,998.2,1003.9,0.0,0.0,5000.0,43.2
¼­±ÍÆ÷,2024-09-14 16:00,33.4,3.9,70.0,55.0,28.3,23.1,998.0,1003.7,0.0,0.0,5000.0,40.6
¼­±ÍÆ÷,2024-09-14 17:00,32.9,3.4,70.0,56.0,27.9,22.9,998.1,1003.8,0.0,0.0,5000.0,36.8
¼­±ÍÆ÷,2024-09-14 18:00,31.5,3.1,70.0,59.0,27.2,22.5,998.5,1004.3,0.0,0.0,5000.0,31.1
¼­±ÍÆ÷,2024-09-14 19:00,30.0,2.8,70.0,60.0,25.3,21.3,998.7,1004.5,2.0,0.0,5000.0,28.4
¼­±ÍÆ÷,2024-09-14 20:00,29.8,2.3,50.0,53.0,22.1,19.1,999.0,1004.8,0.0,0.0,5000.0,26.9
¼­±ÍÆ÷,2024-09-14 21:00,30.3,2.4,50.0,52.0,22.4,19.3,999.4,1005.2,0.0,0.0,5000.0,26.1
¼­±ÍÆ÷,2024-09-14 22:00,30.4,2.3,70.0,51.0,22.1,19.1,999.3,1005.1,2.0,0.0,5000.0,25.7
¼­±ÍÆ÷,2024-09-14 23:00,29.7,3.2,70.0,54.0,22.4,19.3,999.9,1005.7,2.0,0.0,5000.0,25.3
¼­±ÍÆ÷,2024-09-15 00:00,29.7,2.5,50.0,61.0,25.3,21.3,999.4,1005.2,0.0,0.0,5000.0,25.3
¼­±ÍÆ÷,2024-09-15 01:00,29.9,3.3,50.0,61.0,25.6,21.5,999.2,1005.0,3.0,0.0,5000.0,25.4
¼­±ÍÆ÷,2024-09-15 02:00,30.2,3.1,50.0,61.0,26.1,21.8,998.9,1004.7,8.0,3.0,5000.0,25.9
¼­±ÍÆ÷,2024-09-15 03:00,30.4,4.1,50.0,66.0,28.6,23.3,998.8,1004.6,9.0,9.0,5000.0,26.3
¼­±ÍÆ÷,2024-09-15 04:00,30.2,2.6,50.0,73.0,31.3,24.8,998.6,1004.4,9.0,9.0,5000.0,26.9
¼­±ÍÆ÷,2024-09-15 05:00,29.9,3.0,70.0,75.0,31.5,24.9,998.8,1004.6,8.0,3.0,5000.0,26.9
¼­±ÍÆ÷,2024-09-15 06:00,29.4,3.3,70.0,81.0,33.0,25.7,999.3,1005.1,8.0,2.0,4960.0,27.1
¼­±ÍÆ÷,2024-09-15 07:00,29.6,4.0,70.0,81.0,33.4,25.9,999.8,1005.6,5.0,2.0,4903.0,27.6
¼­±ÍÆ÷,2024-09-15 08:00,30.7,3.5,50.0,74.0,32.6,25.5,999.9,1005.7,5.0,5.0,5000.0,28.1
¼­±ÍÆ÷,2024-09-15 09:00,30.6,4.0,70.0,77.0,33.6,26.0,1000.8,1006.6,9.0,7.0,5000.0,30.1
¼­±ÍÆ÷,2024-09-15 10:00,31.4,3.9,70.0,73.0,33.4,25.9,1001.1,1006.9,8.0,6.0,5000.0,33.0
¼­±ÍÆ÷,2024-09-15 11:00,32.6,3.9,50.0,67.0,32.8,25.6,1000.8,1006.5,8.0,5.0,5000.0,40.3
¼­±ÍÆ÷,2024-09-15 12:00,33.3,3.6,70.0,61.0,31.1,24.7,1001.0,1006.7,8.0,6.0,5000.0,41.6
¼­±ÍÆ÷,2024-09-15 13:00,33.8,3.5,70.0,62.0,32.4,25.4,1000.9,1006.6,8.0,6.0,5000.0,45.6
¼­±ÍÆ÷,2024-09-15 14:00,32.8,2.8,70.0,63.0,31.3,24.8,1000.6,1006.3,9.0,6.0,4995.0,41.5
¼­±ÍÆ÷,2024-09-15 15:00,32.7,3.5,70.0,61.0,30.0,24.1,1000.8,1006.5,9.0,5.0,4965.0,41.4
¼­±ÍÆ÷,2024-09-15 16:00,32.0,4.3,70.0,65.0,30.7,24.5,1000.5,1006.3,9.0,4.0,4999.0,37.9
¼­±ÍÆ÷,2024-09-15 17:00,31.5,3.9,70.0,67.0,30.9,24.6,1001.4,1007.2,9.0,3.0,5000.0,34.7
¼­±ÍÆ÷,2024-09-15 18:00,30.8,3.9,50.0,73.0,32.2,25.3,1001.4,1007.2,9.0,0.0,5000.0,31.8
¼­±ÍÆ÷,2024-09-15 19:00,29.8,3.9,70.0,80.0,33.4,25.9,1002.1,1007.9,10.0,2.0,4683.0,29.9
¼­±ÍÆ÷,2024-09-15 20:00,29.4,3.7,70.0,83.0,34.0,26.2,1002.8,1008.6,10.0,0.0,3843.0,29.1
¼­±ÍÆ÷,2024-09-15 21:00,29.6,4.0,70.0,85.0,35.2,26.8,1003.8,1009.6,9.0,3.0,3251.0,28.9
¼­±ÍÆ÷,2024-09-15 22:00,29.7,4.6,70.0,85.0,35.2,26.8,1004.4,1010.2,10.0,2.0,3338.0,29.0
¼­±ÍÆ÷,2024-09-15 23:00,29.7,3.7,70.0,86.0,35.6,27.0,1004.0,1009.8,9.0,7.0,2901.0,28.7
¼­±ÍÆ÷,2024-09-16 00:00,29.5,4.4,70.0,85.0,35.0,26.7,1003.9,1009.7,10.0,2.0,4537.0,28.2
¼­±ÍÆ÷,2024-09-16 01:00,29.4,5.0,70.0,85.0,34.8,26.6,1003.8,1009.6,10.0,1.0,3875.0,28.2
¼­±ÍÆ÷,2024-09-16 02:00,29.4,4.6,70.0,86.0,35.2,26.8,1004.0,1009.8,9.0,7.0,3520.0,28.3
¼­±ÍÆ÷,2024-09-16 03:00,29.5,3.5,50.0,88.0,36.1,27.2,1004.3,1010.1,10.0,8.0,1544.0,28.5
¼­±ÍÆ÷,2024-09-16 04:00,28.8,2.4,50.0,89.0,35.0,26.7,1004.6,1010.4,10.0,5.0,3535.0,28.2
¼­±ÍÆ÷,2024-09-16 05:00,28.8,2.0,70.0,87.0,34.4,26.4,1004.8,1010.6,10.0,8.0,4557.0,27.9
¼­±ÍÆ÷,2024-09-16 06:00,28.4,2.7,50.0,87.0,33.6,26.0,1005.5,1011.3,10.0,8.0,5000.0,27.5
¼­±ÍÆ÷,2024-09-16 07:00,28.1,2.2,50.0,88.0,33.4,25.9,1006.0,1011.8,10.0,9.0,4952.0,27.7
¼­±ÍÆ÷,2024-09-16 08:00,28.8,2.3,50.0,86.0,34.0,26.2,1006.2,1012.0,10.0,7.0,4229.0,28.9
¼­±ÍÆ÷,2024-09-16 09:00,28.5,3.5,70.0,88.0,34.2,26.3,1006.9,1012.7,10.0,8.0,3304.0,29.8
¼­±ÍÆ÷,2024-09-16 10:00,29.0,2.2,50.0,87.0,34.8,26.6,1007.4,1013.2,10.0,9.0,4484.0,30.0
¼­±ÍÆ÷,2024-09-16 11:00,29.5,2.7,70.0,81.0,33.2,25.8,1008.0,1013.8,9.0,7.0,5000.0,31.6
¼­±ÍÆ÷,2024-09-16 12:00,30.1,1.4,70.0,81.0,34.4,26.4,1007.9,1013.7,10.0,8.0,4704.0,32.4
¼­±ÍÆ÷,2024-09-16 13:00,30.9,1.8,70.0,81.0,36.1,27.2,1007.7,1013.5,10.0,7.0,4642.0,35.3
¼­±ÍÆ÷,2024-09-16 14:00,31.4,2.2,70.0,77.0,35.2,26.8,1007.5,1013.3,9.0,6.0,5000.0,37.5
¼­±ÍÆ÷,2024-09-16 15:00,28.6,1.3,90.0,85.0,33.2,25.8,1007.7,1013.5,8.0,5.0,1102.0,32.2
¼­±ÍÆ÷,2024-09-16 16:00,30.0,2.7,70.0,82.0,34.6,26.5,1007.7,1013.5,6.0,4.0,4983.0,34.5
¼­±ÍÆ÷,2024-09-16 17:00,31.0,1.4,90.0,80.0,35.9,27.1,1007.7,1013.5,8.0,6.0,4318.0,33.7
¼­±ÍÆ÷,2024-09-16 18:00,30.0,1.5,70.0,85.0,35.9,27.1,1008.3,1014.1,9.0,7.0,3468.0,30.9
¼­±ÍÆ÷,2024-09-16 19:00,29.3,1.2,70.0,87.0,35.4,26.9,1008.8,1014.6,7.0,2.0,3595.0,29.2
¼­±ÍÆ÷,2024-09-16 20:00,29.1,1.8,70.0,88.0,35.4,26.9,1009.1,1014.9,7.0,1.0,3357.0,28.6
¼­±ÍÆ÷,2024-09-16 21:00,28.9,1.6,70.0,88.0,35.0,26.7,1009.7,1015.5,8.0,6.0,3234.0,28.1
¼­±ÍÆ÷,2024-09-16 22:00,28.9,1.9,70.0,89.0,35.2,26.8,1009.8,1015.6,4.0,4.0,3335.0,28.1
¼­±ÍÆ÷,2024-09-16 23:00,28.9,1.4,70.0,87.0,34.6,26.5,1009.8,1015.6,2.0,2.0,4659.0,27.9
¼­±ÍÆ÷,2024-09-17 00:00,28.9,1.5,50.0,86.0,34.2,26.3,1009.6,1015.4,6.0,6.0,5000.0,27.6
¼­±ÍÆ÷,2024-09-17 01:00,28.5,1.4,20.0,85.0,33.0,25.7,1009.5,1015.4,5.0,1.0,5000.0,27.2
¼­±ÍÆ÷,2024-09-17 02:00,28.2,1.6,20.0,88.0,33.6,26.0,1009.2,1015.1,10.0,8.0,3262.0,27.5
¼­±ÍÆ÷,2024-09-17 03:00,26.8,1.2,360.0,87.0,30.6,24.4,1009.0,1014.9,10.0,5.0,4958.0,26.7
¼­±ÍÆ÷,2024-09-17 04:00,27.3,2.2,20.0,90.0,32.6,25.5,1008.8,1014.7,7.0,7.0,4961.0,26.5
¼­±ÍÆ÷,2024-09-17 05:00,27.4,1.6,20.0,88.0,32.1,25.2,1008.5,1014.4,5.0,5.0,5000.0,26.5
¼­±ÍÆ÷,2024-09-17 06:00,27.5,1.3,360.0,87.0,31.9,25.1,1008.6,1014.5,10.0,7.0,2810.0,26.8
¼­±ÍÆ÷,2024-09-17 07:00,27.3,2.0,20.0,89.0,32.2,25.3,1009.0,1014.9,7.0,6.0,3456.0,26.7
¼­±ÍÆ÷,2024-09-17 08:00,28.8,1.8,50.0,86.0,34.0,26.2,1009.2,1015.0,3.0,0.0,3966.0,28.5
¼­±ÍÆ÷,2024-09-17 09:00,30.5,1.1,70.0,81.0,35.2,26.8,1009.6,1015.4,7.0,2.0,4325.0,32.7
¼­±ÍÆ÷,2024-09-17 10:00,31.4,1.2,140.0,71.0,32.4,25.4,1009.8,1015.6,6.0,4.0,4782.0,37.0
¼­±ÍÆ÷,2024-09-17 11:00,30.9,1.2,180.0,71.0,31.7,25.0,1009.9,1015.7,10.0,8.0,4995.0,35.3
¼­±ÍÆ÷,2024-09-17 12:00,31.1,1.1,160.0,70.0,31.5,24.9,1009.8,1015.6,7.0,6.0,4945.0,35.6
¼­±ÍÆ÷,2024-09-17 13:00,28.3,1.5,50.0,88.0,33.8,26.1,1009.6,1015.5,10.0,8.0,1120.0,31.6
¼­±ÍÆ÷,2024-09-17 14:00,29.4,1.5,230.0,84.0,34.4,26.4,1008.7,1014.5,10.0,8.0,2930.0,34.0
¼­±ÍÆ÷,2024-09-17 15:00,29.5,1.2,230.0,83.0,34.0,26.2,1008.0,1013.8,7.0,5.0,3161.0,32.9
¼­±ÍÆ÷,2024-09-17 16:00,29.6,1.3,200.0,84.0,34.8,26.6,1007.7,1013.5,6.0,4.0,3425.0,33.0
¼­±ÍÆ÷,2024-09-17 17:00,30.9,0.9,230.0,75.0,33.4,25.9,1007.7,1013.5,4.0,3.0,4651.0,32.8
¼­±ÍÆ÷,2024-09-17 18:00,29.9,1.1,200.0,79.0,33.2,25.8,1007.6,1013.4,6.0,3.0,4415.0,30.3
¼­±ÍÆ÷,2024-09-17 19:00,28.7,0.8,230.0,84.0,33.0,25.7,1007.7,1013.5,2.0,1.0,3429.0,28.9
¼­±ÍÆ÷,2024-09-17 20:00,28.3,0.8,230.0,85.0,32.6,25.5,1008.0,1013.9,2.0,0.0,4115.0,28.2
¼­±ÍÆ÷,2024-09-17 21:00,28.2,1.3,90.0,81.0,30.9,24.6,1008.4,1014.3,2.0,2.0,4902.0,27.5
¼­±ÍÆ÷,2024-09-17 22:00,28.4,1.0,50.0,80.0,30.9,24.6,1008.3,1014.2,3.0,0.0,5000.0,27.1
¼­±ÍÆ÷,2024-09-17 23:00,28.5,1.5,50.0,80.0,31.1,24.7,1007.9,1013.7,2.0,0.0,5000.0,26.8
¼­±ÍÆ÷,2024-09-18 00:00,28.4,2.0,70.0,81.0,31.3,24.8,1007.7,1013.5,7.0,4.0,5000.0,26.7
¼­±ÍÆ÷,2024-09-18 01:00,28.4,1.6,20.0,80.0,30.9,24.6,1007.3,1013.1,2.0,0.0,5000.0,26.4
¼­±ÍÆ÷,2024-09-18 02:00,28.4,1.5,50.0,80.0,30.9,24.6,1007.5,1013.3,3.0,0.0,5000.0,26.3
¼­±ÍÆ÷,2024-09-18 03:00,28.4,2.1,50.0,82.0,31.7,25.0,1007.2,1013.0,7.0,5.0,5000.0,26.6
¼­±ÍÆ÷,2024-09-18 04:00,28.1,1.7,50.0,82.0,31.1,24.7,1007.0,1012.9,2.0,2.0,5000.0,26.2
¼­±ÍÆ÷,2024-09-18 05:00,28.0,1.9,50.0,79.0,29.8,24.0,1006.9,1012.8,0.0,0.0,5000.0,25.7
¼­±ÍÆ÷,2024-09-18 06:00,27.6,2.3,20.0,82.0,30.2,24.2,1007.1,1013.0,1.0,1.0,4986.0,25.5
¼­±ÍÆ÷,2024-09-18 07:00,27.9,2.1,20.0,81.0,30.4,24.3,1007.4,1013.3,2.0,2.0,5000.0,25.8
¼­±ÍÆ÷,2024-09-18 08:00,29.0,2.0,50.0,80.0,31.9,25.1,1007.5,1013.3,4.0,4.0,4991.0,27.4
¼­±ÍÆ÷,2024-09-18 09:00,31.3,1.6,70.0,75.0,34.2,26.3,1007.9,1013.7,3.0,3.0,5000.0,32.1
¼­±ÍÆ÷,2024-09-18 10:00,32.0,1.2,160.0,72.0,34.2,26.3,1008.3,1014.1,3.0,3.0,4980.0,37.9
¼­±ÍÆ÷,2024-09-18 11:00,32.2,1.5,140.0,71.0,34.0,26.2,1008.1,1013.9,2.0,2.0,5000.0,39.9
¼­±ÍÆ÷,2024-09-18 12:00,32.1,1.8,140.0,71.0,33.8,26.1,1008.2,1014.0,5.0,4.0,5000.0,41.0
¼­±ÍÆ÷,2024-09-18 13:00,32.6,1.5,140.0,69.0,33.8,26.1,1007.9,1013.7,5.0,4.0,5000.0,42.5
¼­±ÍÆ÷,2024-09-18 14:00,32.5,1.7,160.0,68.0,33.2,25.8,1007.2,1013.0,3.0,3.0,5000.0,43.1
¼­±ÍÆ÷,2024-09-18 15:00,32.5,1.3,180.0,66.0,32.2,25.3,1007.4,1013.2,4.0,4.0,5000.0,41.5
¼­±ÍÆ÷,2024-09-18 16:00,32.3,1.4,180.0,68.0,32.8,25.6,1007.1,1012.9,3.0,3.0,4988.0,39.8
¼­±ÍÆ÷,2024-09-18 17:00,31.0,1.9,70.0,72.0,32.2,25.3,1006.9,1012.7,4.0,4.0,5000.0,35.2
¼­±ÍÆ÷,2024-09-18 18:00,30.3,2.3,70.0,77.0,33.2,25.8,1007.1,1012.9,2.0,2.0,5000.0,31.2
¼­±ÍÆ÷,2024-09-18 19:00,29.8,1.9,50.0,74.0,30.9,24.6,1007.4,1013.2,5.0,5.0,5000.0,29.6
¼­±ÍÆ÷,2024-09-18 20:00,29.7,2.3,50.0,75.0,31.1,24.7,1007.9,1013.7,5.0,5.0,5000.0,28.5
¼­±ÍÆ÷,2024-09-18 21:00,29.5,2.2,50.0,75.0,30.7,24.5,1008.2,1014.0,2.0,2.0,5000.0,27.9
¼­±ÍÆ÷,2024-09-18 22:00,29.5,2.4,50.0,72.0,29.7,23.9,1008.5,1014.3,2.0,0.0,5000.0,27.2
¼­±ÍÆ÷,2024-09-18 23:00,29.6,2.9,20.0,70.0,28.9,23.5,1008.0,1013.8,2.0,0.0,5000.0,26.6
¼­±ÍÆ÷,2024-09-19 00:00,29.3,2.7,50.0,72.0,29.3,23.7,1007.5,1013.3,0.0,0.0,5000.0,26.4
¼­±ÍÆ÷,2024-09-19 01:00,28.7,2.9,50.0,80.0,31.3,24.8,1007.4,1013.2,2.0,0.0,5000.0,26.5
¼­±ÍÆ÷,2024-09-19 02:00,28.6,3.3,50.0,82.0,32.1,25.2,1007.1,1012.9,2.0,0.0,5000.0,26.5
¼­±ÍÆ÷,2024-09-19 03:00,28.6,2.6,50.0,79.0,30.7,24.5,1006.7,1012.5,0.0,0.0,5000.0,26.3
¼­±ÍÆ÷,2024-09-19 04:00,28.8,2.9,50.0,76.0,30.0,24.1,1006.7,1012.5,0.0,0.0,5000.0,25.9
¼­±ÍÆ÷,2024-09-19 05:00,28.8,2.6,50.0,79.0,31.1,24.7,1006.9,1012.7,2.0,2.0,5000.0,26.1
¼­±ÍÆ÷,2024-09-19 06:00,28.7,3.0,50.0,79.0,30.9,24.6,1007.2,1013.0,3.0,3.0,4990.0,26.1
¼­±ÍÆ÷,2024-09-19 07:00,29.2,2.1,50.0,77.0,31.1,24.7,1007.2,1013.0,7.0,4.0,5000.0,27.3
¼­±ÍÆ÷,2024-09-19 08:00,30.3,2.9,70.0,76.0,32.6,25.5,1007.4,1013.2,4.0,4.0,3490.0,28.5
¼­±ÍÆ÷,2024-09-19 09:00,31.4,3.5,70.0,70.0,32.1,25.2,1007.6,1013.4,2.0,2.0,4031.0,31.3
¼­±ÍÆ÷,2024-09-19 10:00,31.9,3.8,70.0,66.0,31.1,24.7,1007.5,1013.3,2.0,2.0,4721.0,38.0
¼­±ÍÆ÷,2024-09-19 11:00,32.1,3.6,50.0,66.0,31.5,24.9,1007.5,1013.3,4.0,4.0,4878.0,40.8
¼­±ÍÆ÷,2024-09-19 12:00,31.6,3.1,70.0,72.0,33.4,25.9,1007.5,1013.3,9.0,9.0,4760.0,38.7
¼­±ÍÆ÷,2024-09-19 13:00,32.8,2.4,70.0,67.0,33.2,25.8,1006.8,1012.6,4.0,4.0,3625.0,45.8
¼­±ÍÆ÷,2024-09-19 14:00,32.7,3.1,70.0,65.0,32.1,25.2,1006.3,1012.1,3.0,2.0,3553.0,46.7
¼­±ÍÆ÷,2024-09-19 15:00,31.3,2.6,50.0,71.0,32.4,25.4,1005.3,1011.1,10.0,7.0,4064.0,37.9
¼­±ÍÆ÷,2024-09-19 16:00,28.5,2.7,50.0,88.0,34.2,26.3,1005.6,1011.4,10.0,4.0,1886.0,32.9
¼­±ÍÆ÷,2024-09-19 17:00,27.5,3.0,50.0,91.0,33.2,25.8,1006.0,1011.9,10.0,8.0,1010.0,29.8
¼­±ÍÆ÷,2024-09-19 18:00,26.6,2.1,50.0,93.0,32.2,25.3,1006.4,1012.3,10.0,8.0,1055.0,28.4
¼­±ÍÆ÷,2024-09-19 19:00,25.9,4.2,180.0,94.0,31.3,24.8,1006.9,1012.8,10.0,9.0,609.0,26.7
¼­±ÍÆ÷,2024-09-19 20:00,26.5,1.9,20.0,94.0,32.4,25.4,1007.3,1013.2,10.0,8.0,690.0,27.2
¼­±ÍÆ÷,2024-09-19 21:00,26.8,2.9,70.0,93.0,32.6,25.5,1007.2,1013.1,10.0,9.0,857.0,27.2
¼­±ÍÆ÷,2024-09-19 22:00,28.1,1.7,70.0,91.0,34.4,26.4,1007.5,1013.4,10.0,6.0,917.0,27.6
¼­±ÍÆ÷,2024-09-19 23:00,28.9,1.6,180.0,88.0,35.0,26.7,1007.1,1012.9,10.0,7.0,1443.0,27.8
¼­±ÍÆ÷,2024-09-20 00:00,29.1,2.0,160.0,85.0,34.2,26.3,1006.7,1012.5,10.0,9.0,1483.0,27.9
¼­±ÍÆ÷,2024-09-20 01:00,25.6,4.5,180.0,93.0,30.4,24.3,1007.3,1013.2,10.0,9.0,177.0,26.2
¼­±ÍÆ÷,2024-09-20 02:00,25.8,0.8,50.0,94.0,31.1,24.7,1007.0,1012.9,10.0,8.0,411.0,26.0
¼­±ÍÆ÷,2024-09-20 03:00,27.6,1.8,180.0,94.0,34.6,26.5,1006.1,1012.0,10.0,8.0,887.0,26.8
¼­±ÍÆ÷,2024-09-20 04:00,28.0,1.9,180.0,91.0,34.2,26.3,1005.8,1011.6,10.0,9.0,1784.0,27.1
¼­±ÍÆ÷,2024-09-20 05:00,27.5,1.8,180.0,88.0,32.2,25.3,1005.8,1011.7,10.0,7.0,2673.0,26.8
¼­±ÍÆ÷,2024-09-20 06:00,27.9,2.1,180.0,89.0,33.4,25.9,1005.3,1011.1,10.0,7.0,1856.0,27.0
¼­±ÍÆ÷,2024-09-20 07:00,26.4,3.2,180.0,95.0,32.6,25.5,1006.2,1012.1,10.0,9.0,292.0,26.4
¼­±ÍÆ÷,2024-09-20 08:00,26.8,1.1,200.0,95.0,33.4,25.9,1006.4,1012.3,10.0,8.0,737.0,26.6
¼­±ÍÆ÷,2024-09-20 09:00,27.9,1.3,200.0,94.0,35.2,26.8,1006.2,1012.1,10.0,7.0,1197.0,27.8
¼­±ÍÆ÷,2024-09-20 10:00,27.6,4.2,180.0,89.0,32.8,25.6,1006.4,1012.3,10.0,8.0,1658.0,29.2
¼­±ÍÆ÷,2024-09-20 11:00,27.3,2.2,180.0,92.0,33.2,25.8,1006.5,1012.4,10.0,9.0,362.0,28.7
¼­±ÍÆ÷,2024-09-20 12:00,29.0,4.1,180.0,88.0,35.2,26.8,1005.5,1011.3,10.0,8.0,2664.0,31.7
¼­±ÍÆ÷,2024-09-20 13:00,27.9,4.0,200.0,88.0,33.0,25.7,1005.4,1011.2,9.0,6.0,2742.0,30.1
¼­±ÍÆ÷,2024-09-20 14:00,28.5,4.1,200.0,84.0,32.6,25.5,1004.9,1010.7,9.0,6.0,3808.0,30.5
¼­±ÍÆ÷,2024-09-20 15:00,28.4,4.3,200.0,86.0,33.2,25.8,1004.7,1010.5,10.0,8.0,3724.0,29.6
¼­±ÍÆ÷,2024-09-20 16:00,28.9,3.3,200.0,85.0,33.8,26.1,1004.2,1010.0,9.0,7.0,3233.0,30.0
