¡ˆ¡°,¡ˆ¡°∏Ì,¿œΩ√,±‚ø¬(°∆C),±‚ø¬ QC«√∑°±◊,∞≠ºˆ∑Æ(mm),∞≠ºˆ∑Æ QC«√∑°±◊,«≥º”(m/s),«≥º” QC«√∑°±◊,«≥«‚(16πÊ¿ß),«≥«‚ QC«√∑°±◊,Ω¿µµ(%),Ω¿µµ QC«√∑°±◊,¡ı±‚æ–(hPa),¿ÃΩΩ¡°ø¬µµ(°∆C),«ˆ¡ˆ±‚æ–(hPa),«ˆ¡ˆ±‚æ– QC«√∑°±◊,«ÿ∏È±‚æ–(hPa),«ÿ∏È±‚æ– QC«√∑°±◊,¿œ¡∂(hr),¿œ¡∂ QC«√∑°±◊,¿œªÁ(MJ/m2),¿œªÁ QC«√∑°±◊,¿˚º≥(cm),3Ω√∞£Ω≈¿˚º≥(cm),¿¸øÓ∑Æ(10∫–¿ß),¡ﬂ«œ√˛øÓ∑Æ(10∫–¿ß),øÓ«¸(øÓ«¸æ‡æÓ),√÷¿˙øÓ∞Ì(100m ),¡ˆ∏Èø¬µµ(°∆C),¡ˆ∏Èø¬µµ QC«√∑°±◊,5cm ¡ˆ¡ﬂø¬µµ(°∆C),10cm ¡ˆ¡ﬂø¬µµ(°∆C),20cm ¡ˆ¡ﬂø¬µµ(°∆C),30cm ¡ˆ¡ﬂø¬µµ(°∆C)
271,∫¿»≠,2024-10-16 22:00,14.6,,,,1.0,,340.0,,98.0,,16.2,14.2,986.8,,1025.2,,,9.0,,9.0,,,0.0,0.0,,,12.5,,,,,
271,∫¿»≠,2024-10-16 23:00,14.0,,,,0.6,,320.0,,98.0,,15.6,13.6,986.6,,1024.9,,,9.0,,9.0,,,0.0,0.0,,,11.2,,,,,
271,∫¿»≠,2024-10-17 00:00,13.9,,,,0.4,,0.0,,100.0,,15.8,13.8,986.5,,1024.8,,,9.0,,9.0,,,0.0,0.0,,,13.0,,,,,
271,∫¿»≠,2024-10-17 01:00,13.8,,,,0.6,,180.0,,100.0,,15.7,13.7,986.4,,1024.7,,,9.0,,9.0,,,10.0,3.0,,42.0,13.5,,,,,
271,∫¿»≠,2024-10-17 02:00,13.8,,,,0.8,,140.0,,100.0,,15.7,13.7,986.6,,1025.0,,,9.0,,9.0,,,6.0,6.0,,,13.6,,,,,
271,∫¿»≠,2024-10-17 03:00,13.9,,,,0.2,,0.0,,100.0,,15.8,13.8,986.4,,1024.7,,,9.0,,9.0,,,6.0,6.0,,,13.8,,,,,
271,∫¿»≠,2024-10-17 04:00,13.6,,,,0.4,,0.0,,100.0,,15.5,13.5,986.2,,1024.6,,,9.0,,9.0,,,6.0,6.0,,,13.9,,,,,
271,∫¿»≠,2024-10-17 05:00,13.4,,,,0.8,,320.0,,100.0,,15.3,13.3,986.2,,1024.6,,,9.0,,9.0,,,8.0,8.0,,,12.8,,,,,
271,∫¿»≠,2024-10-17 06:00,13.1,,,,1.0,,320.0,,100.0,,15.0,13.0,986.3,,1024.8,,,9.0,,9.0,,,9.0,6.0,,,12.8,,,,,
271,∫¿»≠,2024-10-17 07:00,13.0,,,,0.9,,320.0,,100.0,,14.9,12.9,986.6,,1025.1,,0.0,,,9.0,,,6.0,6.0,,38.0,12.8,,,,,
271,∫¿»≠,2024-10-17 08:00,13.6,,,,0.1,,0.0,,100.0,,15.5,13.5,987.2,,1025.6,,0.0,,,9.0,,,9.0,9.0,,,15.9,,,,,
271,∫¿»≠,2024-10-17 09:00,14.4,,,,0.8,,140.0,,100.0,,16.3,14.3,987.4,,1025.9,,0.0,,,9.0,,,9.0,2.0,,7.0,19.3,,,,,
271,∫¿»≠,2024-10-17 10:00,16.0,,,,1.8,,160.0,,92.0,,16.6,14.6,987.3,,1025.4,,0.2,,,9.0,,,9.0,1.0,,72.0,23.7,,,,,
271,∫¿»≠,2024-10-17 11:00,17.7,,,,0.4,,0.0,,84.0,,16.9,14.9,987.0,,1024.7,,0.0,,,9.0,,,10.0,1.0,,69.0,23.9,,,,,
271,∫¿»≠,2024-10-17 12:00,19.5,,,,1.8,,160.0,,72.0,,16.3,14.3,986.5,,1024.2,,0.2,,,9.0,,,8.0,1.0,,70.0,31.1,,,,,
271,∫¿»≠,2024-10-17 13:00,20.0,,,,0.9,,230.0,,69.0,,16.1,14.1,986.1,,1023.6,,0.3,,,9.0,,,10.0,3.0,,64.0,27.2,,,,,
271,∫¿»≠,2024-10-17 14:00,20.7,,,,0.8,,250.0,,63.0,,15.3,13.3,985.3,,1022.7,,0.9,,,9.0,,,7.0,0.0,,,32.4,,,,,
271,∫¿»≠,2024-10-17 15:00,21.8,,,,1.6,,160.0,,60.0,,15.6,13.6,985.0,,1022.1,,1.0,,,9.0,,,5.0,0.0,,,29.9,,,,,
271,∫¿»≠,2024-10-17 16:00,21.7,,,,1.1,,200.0,,60.0,,15.5,13.5,984.5,,1021.6,,1.0,,,9.0,,,0.0,0.0,,,24.5,,,,,
271,∫¿»≠,2024-10-17 17:00,18.6,,,,1.0,,320.0,,83.0,,17.7,15.6,984.2,,1021.6,,0.8,,,9.0,,,0.0,0.0,,,17.7,,,,,
271,∫¿»≠,2024-10-17 18:00,16.5,,,,1.0,,320.0,,92.0,,17.2,15.1,984.5,,1022.4,,0.0,,,9.0,,,0.0,0.0,,,13.6,,,,,
271,∫¿»≠,2024-10-17 19:00,15.7,,,,1.5,,340.0,,96.0,,17.0,15.0,985.5,,1023.6,,,9.0,,9.0,,,0.0,0.0,,,12.9,,,,,
271,∫¿»≠,2024-10-17 20:00,14.5,,,,0.4,,0.0,,98.0,,16.1,14.1,985.5,,1023.9,,,9.0,,9.0,,,0.0,0.0,,,10.4,,,,,
271,∫¿»≠,2024-10-17 21:00,13.8,,,,0.6,,20.0,,98.0,,15.4,13.4,985.2,,1023.5,,,9.0,,9.0,,,0.0,0.0,,,9.9,,,,,
271,∫¿»≠,2024-10-17 22:00,13.3,,,,0.9,,340.0,,99.0,,15.1,13.1,984.9,,1023.3,,,9.0,,9.0,,,0.0,0.0,,,9.1,,,,,
271,∫¿»≠,2024-10-17 23:00,12.4,,,,1.4,,320.0,,99.0,,14.2,12.2,984.9,,1023.4,,,9.0,,9.0,,,4.0,1.0,,,9.5,,,,,
271,∫¿»≠,2024-10-18 00:00,12.3,,,,0.8,,290.0,,100.0,,14.2,12.2,984.9,,1023.5,,,9.0,,9.0,,,8.0,3.0,,47.0,10.2,,,,,
271,∫¿»≠,2024-10-18 01:00,13.0,,,,0.7,,290.0,,98.0,,14.6,12.6,984.8,,1023.2,,,9.0,,9.0,,,10.0,5.0,,12.0,11.7,,,,,
271,∫¿»≠,2024-10-18 02:00,13.5,,,,0.9,,140.0,,97.0,,15.0,13.0,984.5,,1022.8,,,9.0,,9.0,,,8.0,8.0,,10.0,12.8,,,,,
271,∫¿»≠,2024-10-18 03:00,13.2,,,,0.6,,340.0,,98.0,,14.8,12.8,984.0,,1022.4,,,9.0,,9.0,,,10.0,2.0,,14.0,11.8,,,,,
271,∫¿»≠,2024-10-18 04:00,13.3,,,,0.2,,0.0,,98.0,,14.9,12.9,983.3,,1021.6,,,9.0,,9.0,,,9.0,8.0,,12.0,12.5,,,,,
271,∫¿»≠,2024-10-18 05:00,13.4,,,,0.1,,0.0,,98.0,,15.0,13.0,982.9,,1021.2,,,9.0,,9.0,,,10.0,4.0,,12.0,12.1,,,,,
271,∫¿»≠,2024-10-18 06:00,12.9,,,,0.6,,320.0,,99.0,,14.7,12.7,982.9,,1021.3,,,9.0,,9.0,,,8.0,4.0,,1.0,11.7,,,,,
271,∫¿»≠,2024-10-18 07:00,13.3,,,,0.0,,0.0,,98.0,,14.9,12.9,982.2,,1020.5,,0.0,,,9.0,,,10.0,7.0,,8.0,12.6,,,,,
271,∫¿»≠,2024-10-18 08:00,14.1,,,,0.3,,0.0,,97.0,,15.6,13.6,982.2,,1020.3,,0.0,,,9.0,,,10.0,6.0,,7.0,15.6,,,,,
271,∫¿»≠,2024-10-18 09:00,15.5,,,,0.5,,140.0,,93.0,,16.3,14.3,982.0,,1020.0,,0.0,,,9.0,,,8.0,5.0,,7.0,19.4,,,,,
271,∫¿»≠,2024-10-18 10:00,17.2,,,,0.0,,0.0,,87.0,,17.0,15.0,981.4,,1019.0,,0.0,,,9.0,,,9.0,9.0,,7.0,23.9,,,,,
271,∫¿»≠,2024-10-18 11:00,19.4,,,,0.4,,0.0,,79.0,,17.7,15.6,980.4,,1017.9,,0.1,,,9.0,,,10.0,10.0,,9.0,24.4,,,,,
271,∫¿»≠,2024-10-18 12:00,19.8,,,,0.8,,20.0,,82.0,,18.9,16.6,979.1,,1016.4,,0.0,,,9.0,,,9.0,9.0,,9.0,21.8,,,,,
271,∫¿»≠,2024-10-18 13:00,20.0,,,,0.2,,0.0,,83.0,,19.4,17.0,977.7,,1014.9,,0.0,,,9.0,,,10.0,10.0,,7.0,21.8,,,,,
271,∫¿»≠,2024-10-18 14:00,20.2,,,,0.7,,20.0,,84.0,,19.9,17.4,976.1,,1013.2,,0.0,,,9.0,,,10.0,10.0,,8.0,21.3,,,,,
271,∫¿»≠,2024-10-18 15:00,18.9,,2.6,,1.0,,360.0,,96.0,,20.9,18.2,975.0,,1012.0,,0.0,,,9.0,,,10.0,8.0,,1.0,18.2,,,,,
271,∫¿»≠,2024-10-18 16:00,19.1,,0.6,,0.7,,360.0,,98.0,,21.6,18.7,973.9,,1010.8,,0.0,,,9.0,,,10.0,10.0,,6.0,18.8,,,,,
271,∫¿»≠,2024-10-18 17:00,19.1,,0.4,,0.9,,320.0,,98.0,,21.6,18.7,973.3,,1010.2,,0.0,,,9.0,,,10.0,9.0,,4.0,18.3,,,,,
271,∫¿»≠,2024-10-18 18:00,19.5,,10.7,,1.2,,320.0,,99.0,,22.4,19.3,973.6,,1010.8,,0.0,,,9.0,,,10.0,6.0,,1.0,18.5,,,,,
271,∫¿»≠,2024-10-18 19:00,19.6,,1.4,,0.9,,180.0,,100.0,,22.7,19.5,973.8,,1011.0,,,9.0,,9.0,,,10.0,10.0,,3.0,18.5,,,,,
271,∫¿»≠,2024-10-18 20:00,19.4,,7.8,,0.9,,320.0,,100.0,,22.4,19.3,974.2,,1011.4,,,9.0,,9.0,,,10.0,8.0,,1.0,18.5,,,,,
271,∫¿»≠,2024-10-18 21:00,19.4,,12.0,,0.4,,0.0,,100.0,,22.4,19.3,974.0,,1011.2,,,9.0,,9.0,,,10.0,,,,18.4,,,,,
271,∫¿»≠,2024-10-18 22:00,19.5,,3.0,,0.9,,180.0,,100.0,,22.5,19.4,974.2,,1011.4,,,9.0,,9.0,,,10.0,,,,18.5,,,,,
271,∫¿»≠,2024-10-18 23:00,19.4,,1.1,,0.0,,0.0,,100.0,,22.4,19.3,973.9,,1011.1,,,9.0,,9.0,,,8.0,,,,18.5,,,,,
271,∫¿»≠,2024-10-19 00:00,19.4,,0.2,,0.3,,0.0,,100.0,,22.4,19.3,973.5,,1010.7,,,9.0,,9.0,,,10.0,,,,18.5,,,,,
271,∫¿»≠,2024-10-19 01:00,19.5,,7.0,,1.3,,270.0,,100.0,,22.5,19.4,973.0,,1010.1,,,9.0,,9.0,,,10.0,,,,18.5,,,,,
271,∫¿»≠,2024-10-19 02:00,19.4,,1.9,,0.1,,0.0,,100.0,,22.4,19.3,973.1,,1010.3,,,9.0,,9.0,,,10.0,,,,18.5,,,,,
271,∫¿»≠,2024-10-19 03:00,19.4,,3.1,,0.4,,0.0,,100.0,,22.4,19.3,972.8,,1010.0,,,9.0,,9.0,,,9.0,,,,18.6,,,,,
271,∫¿»≠,2024-10-19 04:00,19.4,,,9.0,0.0,,0.0,,100.0,,22.4,19.3,972.4,,1009.5,,,9.0,,9.0,,,8.0,,,,18.6,,,,,
271,∫¿»≠,2024-10-19 05:00,20.2,,3.1,,0.9,,290.0,,99.0,,23.4,20.0,973.6,,1010.6,,,9.0,,9.0,,,10.0,,,,18.6,,,,,
271,∫¿»≠,2024-10-19 06:00,19.2,,0.5,,0.2,,0.0,,100.0,,22.1,19.1,974.2,,1011.5,,,9.0,,9.0,,,6.0,,,,17.1,,,,,
271,∫¿»≠,2024-10-19 07:00,18.6,,,9.0,1.3,,140.0,,97.0,,20.8,18.1,975.2,,1012.3,,0.0,,,9.0,,,8.0,,,,17.4,,,,,
271,∫¿»≠,2024-10-19 08:00,18.7,,,9.0,2.8,,90.0,,86.0,,18.5,16.3,976.0,,1013.1,,0.0,,,9.0,,,9.0,,,,17.4,,,,,
271,∫¿»≠,2024-10-19 09:00,18.6,,,9.0,1.1,,200.0,,85.0,,18.2,16.0,976.8,,1013.9,,0.0,,,9.0,,,10.0,,,,19.2,,,,,
271,∫¿»≠,2024-10-19 10:00,17.3,,1.5,,2.3,,110.0,,88.0,,17.3,15.2,977.9,,1015.4,,0.0,,,9.0,,,10.0,,,,16.6,,,,,
271,∫¿»≠,2024-10-19 11:00,16.8,,3.1,,1.7,,50.0,,87.0,,16.6,14.6,978.7,,1016.3,,0.0,,,9.0,,,10.0,,,,16.7,,,,,
271,∫¿»≠,2024-10-19 12:00,17.0,,0.1,,2.1,,70.0,,79.0,,15.3,13.3,979.2,,1016.8,,0.0,,,9.0,,,10.0,,,,17.3,,,,,
271,∫¿»≠,2024-10-19 13:00,16.9,,,9.0,3.9,,50.0,,71.0,,13.6,11.5,979.8,,1017.4,,0.0,,,9.0,,,10.0,,,,17.4,,,,,
271,∫¿»≠,2024-10-19 14:00,15.9,,,9.0,3.1,,360.0,,71.0,,12.8,10.6,980.9,,1018.8,,0.0,,,9.0,,,9.0,,,,17.5,,,,,
271,∫¿»≠,2024-10-19 15:00,15.2,,,9.0,4.1,,360.0,,68.0,,11.7,9.3,982.3,,1020.4,,0.0,,,9.0,,,9.0,,,,14.9,,,,,
271,∫¿»≠,2024-10-19 16:00,14.7,,,9.0,2.9,,360.0,,69.0,,11.5,9.0,983.6,,1021.9,,0.0,,,9.0,,,10.0,,,,14.4,,,,,
271,∫¿»≠,2024-10-19 17:00,13.8,,,9.0,3.7,,360.0,,68.0,,10.6,7.9,985.0,,1023.3,,0.0,,,9.0,,,10.0,,,,12.7,,,,,
271,∫¿»≠,2024-10-19 18:00,13.3,,,9.0,3.8,,360.0,,68.0,,10.4,7.5,986.2,,1024.6,,0.0,,,9.0,,,10.0,,,,11.7,,,,,
271,∫¿»≠,2024-10-19 19:00,12.7,,,9.0,4.0,,20.0,,69.0,,10.1,7.1,987.8,,1026.4,,,9.0,,9.0,,,10.0,8.0,,14.0,11.1,,,,,
271,∫¿»≠,2024-10-19 20:00,12.3,,,9.0,3.1,,20.0,,69.0,,9.8,6.7,989.0,,1027.7,,,9.0,,9.0,,,10.0,10.0,,9.0,10.6,,,,,
271,∫¿»≠,2024-10-19 21:00,12.2,,,9.0,4.3,,20.0,,68.0,,9.6,6.4,989.6,,1028.4,,,9.0,,9.0,,,10.0,10.0,,14.0,10.5,,,,,
271,∫¿»≠,2024-10-19 22:00,11.5,,,9.0,2.1,,360.0,,73.0,,9.9,6.8,990.7,,1029.6,,,9.0,,9.0,,,10.0,5.0,,16.0,8.2,,,,,
271,∫¿»≠,2024-10-19 23:00,11.0,,,9.0,1.6,,360.0,,74.0,,9.7,6.5,991.3,,1030.4,,,9.0,,9.0,,,10.0,4.0,,7.0,7.6,,,,,
271,∫¿»≠,2024-10-20 00:00,11.0,,,9.0,1.6,,70.0,,72.0,,9.4,6.1,991.6,,1030.7,,,9.0,,9.0,,,10.0,5.0,,8.0,7.9,,,,,
271,∫¿»≠,2024-10-20 01:00,10.7,,,,1.4,,70.0,,71.0,,9.1,5.6,992.3,,1031.5,,,9.0,,9.0,,,10.0,6.0,,7.0,7.0,,,,,
271,∫¿»≠,2024-10-20 02:00,10.6,,,,1.6,,160.0,,74.0,,9.4,6.1,992.7,,1031.9,,,9.0,,9.0,,,10.0,9.0,,7.0,7.1,,,,,
271,∫¿»≠,2024-10-20 03:00,10.4,,,,1.4,,160.0,,73.0,,9.2,5.7,992.7,,1031.9,,,9.0,,9.0,,,10.0,8.0,,6.0,6.7,,,,,
271,∫¿»≠,2024-10-20 04:00,10.3,,0.0,,1.4,,70.0,,71.0,,8.8,5.2,993.1,,1032.4,,,9.0,,9.0,,,9.0,7.0,,9.0,6.3,,,,,
271,∫¿»≠,2024-10-20 05:00,10.6,,,9.0,1.1,,70.0,,64.0,,8.1,4.0,993.3,,1032.5,,,9.0,,9.0,,,9.0,6.0,,12.0,6.6,,,,,
271,∫¿»≠,2024-10-20 06:00,11.0,,,9.0,1.6,,50.0,,60.0,,7.8,3.5,993.9,,1033.1,,,9.0,,9.0,,,9.0,9.0,,11.0,8.0,,,,,
271,∫¿»≠,2024-10-20 07:00,10.9,,,9.0,1.3,,20.0,,58.0,,7.5,2.9,994.4,,1033.6,,0.0,,,9.0,,,9.0,9.0,,13.0,7.4,,,,,
271,∫¿»≠,2024-10-20 08:00,11.2,,,9.0,1.1,,360.0,,56.0,,7.4,2.7,994.8,,1034.0,,0.0,,,9.0,,,9.0,8.0,,14.0,10.5,,,,,
271,∫¿»≠,2024-10-20 09:00,11.6,,,9.0,1.3,,110.0,,58.0,,7.9,3.6,995.3,,1034.4,,0.0,,,9.0,,,9.0,9.0,,12.0,13.4,,,,,
271,∫¿»≠,2024-10-20 10:00,11.7,,,9.0,2.8,,20.0,,60.0,,8.2,4.1,995.7,,1034.8,,0.0,,,9.0,,,9.0,9.0,,11.0,12.8,,,,,
271,∫¿»≠,2024-10-20 11:00,13.2,,,9.0,2.4,,360.0,,57.0,,8.6,4.8,994.8,,1033.6,,0.0,,,9.0,,,9.0,9.0,,12.0,18.6,,,,,
271,∫¿»≠,2024-10-20 12:00,13.1,,,9.0,2.6,,50.0,,54.0,,8.1,3.9,994.7,,1033.5,,0.0,,,9.0,,,9.0,9.0,,12.0,19.0,,,,,
271,∫¿»≠,2024-10-20 13:00,12.8,,,9.0,2.5,,70.0,,57.0,,8.4,4.4,994.3,,1033.1,,0.0,,,9.0,,,9.0,9.0,,12.0,16.4,,,,,
271,∫¿»≠,2024-10-20 14:00,12.5,,,9.0,1.7,,70.0,,64.0,,9.2,5.8,994.1,,1033.0,,0.0,,,9.0,,,10.0,10.0,,9.0,14.8,,,,,
271,∫¿»≠,2024-10-20 15:00,12.9,,,9.0,2.4,,20.0,,60.0,,8.9,5.3,993.8,,1032.6,,0.0,,,9.0,,,10.0,10.0,,12.0,15.3,,,,,
271,∫¿»≠,2024-10-20 16:00,12.9,,,9.0,1.6,,360.0,,61.0,,9.0,5.5,993.5,,1032.3,,0.0,,,9.0,,,10.0,10.0,,11.0,14.3,,,,,
271,∫¿»≠,2024-10-20 17:00,12.4,,,9.0,1.9,,360.0,,62.0,,8.9,5.3,993.0,,1031.9,,0.0,,,9.0,,,10.0,10.0,,11.0,11.6,,,,,
271,∫¿»≠,2024-10-20 18:00,12.2,,,9.0,1.3,,70.0,,64.0,,9.0,5.5,992.8,,1031.7,,0.0,,,9.0,,,10.0,10.0,,10.0,10.6,,,,,
271,∫¿»≠,2024-10-20 19:00,12.2,,,9.0,1.6,,70.0,,65.0,,9.2,5.8,993.1,,1032.0,,,9.0,,9.0,,,10.0,10.0,,10.0,10.4,,,,,
271,∫¿»≠,2024-10-20 20:00,12.0,,,9.0,1.2,,20.0,,70.0,,9.7,6.6,992.8,,1031.7,,,9.0,,9.0,,,10.0,10.0,,10.0,10.3,,,,,
271,∫¿»≠,2024-10-20 21:00,11.8,,,9.0,0.0,,0.0,,77.0,,10.6,7.8,992.6,,1031.6,,,9.0,,9.0,,,10.0,10.0,,9.0,10.3,,,,,
271,∫¿»≠,2024-10-20 22:00,12.3,,,9.0,1.4,,230.0,,73.0,,10.4,7.5,992.3,,1031.2,,,9.0,,9.0,,,10.0,10.0,,10.0,10.5,,,,,
271,∫¿»≠,2024-10-20 23:00,12.7,,,9.0,0.8,,160.0,,72.0,,10.5,7.7,991.8,,1030.6,,,9.0,,9.0,,,10.0,10.0,,8.0,10.8,,,,,
271,∫¿»≠,2024-10-21 00:00,12.4,,,9.0,0.6,,140.0,,78.0,,11.2,8.6,991.5,,1030.3,,,9.0,,9.0,,,10.0,10.0,,,10.8,,,,,
271,∫¿»≠,2024-10-21 01:00,12.0,,,,1.1,,340.0,,82.0,,11.5,9.0,990.6,,1029.4,,,9.0,,9.0,,,9.0,9.0,,10.0,10.5,,,,,
271,∫¿»≠,2024-10-21 02:00,12.2,,,,0.9,,320.0,,83.0,,11.7,9.3,989.9,,1028.7,,,9.0,,9.0,,,9.0,9.0,,10.0,10.6,,,,,
271,∫¿»≠,2024-10-21 03:00,12.2,,,,0.2,,0.0,,85.0,,12.0,9.7,989.1,,1027.9,,,9.0,,9.0,,,9.0,9.0,,11.0,10.7,,,,,
271,∫¿»≠,2024-10-21 04:00,12.1,,,,1.4,,360.0,,85.0,,11.9,9.6,988.8,,1027.6,,,9.0,,9.0,,,9.0,9.0,,11.0,10.3,,,,,
271,∫¿»≠,2024-10-21 05:00,11.9,,,,0.7,,340.0,,90.0,,12.5,10.3,988.4,,1027.2,,,9.0,,9.0,,,10.0,10.0,,10.0,10.6,,,,,
271,∫¿»≠,2024-10-21 06:00,12.0,,,,0.0,,0.0,,91.0,,12.7,10.5,988.5,,1027.3,,,9.0,,9.0,,,10.0,10.0,,8.0,11.0,,,,,
271,∫¿»≠,2024-10-21 07:00,12.1,,,,1.1,,360.0,,92.0,,12.9,10.8,988.0,,1026.7,,0.0,,,9.0,,,9.0,9.0,,12.0,11.2,,,,,
271,∫¿»≠,2024-10-21 08:00,13.0,,,,1.2,,360.0,,86.0,,12.9,10.7,988.3,,1026.9,,0.1,,,9.0,,,9.0,5.0,,12.0,13.3,,,,,
271,∫¿»≠,2024-10-21 09:00,14.2,,,,0.1,,0.0,,82.0,,13.2,11.1,988.8,,1027.4,,0.1,,,9.0,,,9.0,9.0,,11.0,17.7,,,,,
271,∫¿»≠,2024-10-21 10:00,15.9,,,,0.7,,360.0,,73.0,,13.1,11.0,988.5,,1026.7,,0.0,,,9.0,,,9.0,9.0,,8.0,19.1,,,,,
271,∫¿»≠,2024-10-21 11:00,17.9,,,,0.6,,340.0,,67.0,,13.7,11.6,987.7,,1025.4,,0.2,,,9.0,,,8.0,8.0,,11.0,27.6,,,,,
271,∫¿»≠,2024-10-21 12:00,17.5,,,,2.1,,160.0,,67.0,,13.3,11.2,987.1,,1024.9,,0.0,,,9.0,,,9.0,9.0,,10.0,25.9,,,,,
271,∫¿»≠,2024-10-21 13:00,17.3,,,,0.4,,0.0,,73.0,,14.4,12.4,986.5,,1024.3,,0.0,,,9.0,,,10.0,10.0,,8.0,20.3,,,,,
271,∫¿»≠,2024-10-21 14:00,17.3,,0.0,,0.3,,0.0,,72.0,,14.1,12.1,985.6,,1023.4,,0.0,,,9.0,,,10.0,10.0,,6.0,20.7,,,,,
271,∫¿»≠,2024-10-21 15:00,17.3,,,9.0,0.4,,0.0,,74.0,,14.6,12.6,985.6,,1023.4,,0.0,,,9.0,,,10.0,10.0,,5.0,19.9,,,,,
271,∫¿»≠,2024-10-21 16:00,16.9,,,9.0,0.2,,0.0,,82.0,,15.8,13.8,985.5,,1023.3,,0.0,,,9.0,,,10.0,10.0,,6.0,18.1,,,,,
271,∫¿»≠,2024-10-21 17:00,16.4,,0.0,,0.8,,140.0,,86.0,,16.0,14.0,985.3,,1023.2,,0.0,,,9.0,,,10.0,10.0,,6.0,16.1,,,,,
271,∫¿»≠,2024-10-21 18:00,15.4,,0.1,,0.6,,360.0,,95.0,,16.5,14.5,985.3,,1023.5,,0.0,,,9.0,,,9.0,8.0,,6.0,13.9,,,,,
271,∫¿»≠,2024-10-21 19:00,15.3,,,9.0,0.3,,0.0,,97.0,,16.8,14.8,985.8,,1024.0,,,9.0,,9.0,,,10.0,10.0,,5.0,14.3,,,,,
271,∫¿»≠,2024-10-21 20:00,15.1,,0.0,,0.0,,0.0,,97.0,,16.6,14.6,985.8,,1024.1,,,9.0,,9.0,,,10.0,5.0,,6.0,13.7,,,,,
271,∫¿»≠,2024-10-21 21:00,14.9,,0.0,,0.0,,0.0,,98.0,,16.5,14.5,986.1,,1024.4,,,9.0,,9.0,,,10.0,5.0,,1.0,13.9,,,,,
271,∫¿»≠,2024-10-21 22:00,15.0,,,9.0,0.0,,0.0,,99.0,,16.8,14.8,986.0,,1024.3,,,9.0,,9.0,,,10.0,10.0,,,14.3,,,,,
271,∫¿»≠,2024-10-21 23:00,15.1,,0.0,,0.0,,0.0,,98.0,,16.7,14.7,985.8,,1024.1,,,9.0,,9.0,,,10.0,10.0,,5.0,14.3,,,,,
271,∫¿»≠,2024-10-22 00:00,15.0,,0.0,,0.0,,0.0,,98.0,,16.6,14.6,984.9,,1023.1,,,9.0,,9.0,,,10.0,10.0,,,14.4,,,,,
271,∫¿»≠,2024-10-22 01:00,15.0,,,,0.0,,0.0,,99.0,,16.8,14.8,984.3,,1022.5,,,9.0,,9.0,,,10.0,6.0,,5.0,13.8,,,,,
271,∫¿»≠,2024-10-22 02:00,14.9,,0.6,,0.0,,0.0,,99.0,,16.7,14.7,984.2,,1022.4,,,9.0,,9.0,,,10.0,6.0,,,13.9,,,,,
271,∫¿»≠,2024-10-22 03:00,14.8,,0.8,,0.0,,0.0,,100.0,,16.7,14.7,983.8,,1022.0,,,9.0,,9.0,,,10.0,5.0,,16.0,13.9,,,,,
271,∫¿»≠,2024-10-22 04:00,14.9,,0.8,,0.1,,0.0,,100.0,,16.8,14.8,983.2,,1021.4,,,9.0,,9.0,,,10.0,6.0,,14.0,14.0,,,,,
271,∫¿»≠,2024-10-22 05:00,14.9,,1.7,,0.8,,360.0,,100.0,,16.8,14.8,983.2,,1021.4,,,9.0,,9.0,,,10.0,5.0,,4.0,13.7,,,,,
271,∫¿»≠,2024-10-22 06:00,14.9,,0.9,,0.7,,340.0,,99.0,,16.7,14.7,982.2,,1020.4,,,9.0,,9.0,,,10.0,10.0,,8.0,13.8,,,,,
271,∫¿»≠,2024-10-22 07:00,14.9,,0.7,,1.1,,340.0,,99.0,,16.7,14.7,981.5,,1019.6,,0.0,,,9.0,,,10.0,8.0,,12.0,13.9,,,,,
271,∫¿»≠,2024-10-22 08:00,15.1,,2.9,,0.8,,140.0,,99.0,,16.9,14.9,981.6,,1019.7,,0.0,,,9.0,,,10.0,7.0,,1.0,14.5,,,,,
271,∫¿»≠,2024-10-22 09:00,15.5,,1.8,,0.5,,290.0,,99.0,,17.4,15.3,981.2,,1019.2,,0.0,,,9.0,,,10.0,8.0,,5.0,15.5,,,,,
271,∫¿»≠,2024-10-22 10:00,16.0,,1.3,,0.0,,0.0,,99.0,,17.9,15.8,980.3,,1018.1,,0.0,,,9.0,,,10.0,8.0,,3.0,16.6,,,,,
271,∫¿»≠,2024-10-22 11:00,16.3,,1.8,,1.2,,20.0,,99.0,,18.3,16.1,980.0,,1017.8,,0.0,,,9.0,,,10.0,9.0,,1.0,16.1,,,,,
271,∫¿»≠,2024-10-22 12:00,17.1,,1.8,,1.2,,360.0,,99.0,,19.2,16.9,978.9,,1016.4,,0.0,,,9.0,,,10.0,10.0,,1.0,17.5,,,,,
271,∫¿»≠,2024-10-22 13:00,17.6,,1.4,,1.5,,20.0,,98.0,,19.6,17.2,977.9,,1015.3,,0.0,,,9.0,,,10.0,10.0,,2.0,17.5,,,,,
271,∫¿»≠,2024-10-22 14:00,18.1,,0.9,,0.7,,20.0,,98.0,,20.2,17.7,976.8,,1014.0,,0.0,,,9.0,,,10.0,9.0,,1.0,18.2,,,,,
271,∫¿»≠,2024-10-22 15:00,18.5,,0.2,,0.6,,20.0,,98.0,,20.8,18.1,976.0,,1013.1,,0.0,,,9.0,,,10.0,10.0,,3.0,18.7,,,,,
